ResponseId,id,"Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, other)",med_distrust,med_distrust2,med_trust,med_trust2,med_info,med_misc,safety-IoT,iot_distrust,iot_distrust2,iot_trust,iot_trust2,iot_info,iot_misc,notes,SCENARIO_Med,SCENARIO_IoT,EXPLN,FAQ,C med_distrust,C med_distrust2,C med_trust,C med_trust2,C med_info,C med_misc,C iot_distrust,C iot_distrust2,C iot_trust,C iot_trust2,C iot_info,C iot_misc,M med_distrust,M med_distrust2,M med_trust,M med_trust2,M med_info,M med_misc,M iot_distrust,M iot_distrust2,M iot_trust,M iot_trust2,M iot_info,M iot_misc
R_3s6335bDFIFxTFx,82,I feel that i am safe with the program,,,Trust:Vague,,,,I feel confidently safe,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Hardware,Hide,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,
R_3qImhlux2XMOGsa,83,The use of AI makes me uneasy.,Distrust:AI,,,,,,No,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,Distrust:AI,,,,,,,,,,,,Distrust:AI,,,,,,,,,,,
R_5t9BYdiGHtuY4Ct,84,"I don't get the impression that my data will be safe, especially if it can be saved and used for further research. There is no confirmation or assurance that the data will ever be destroyed or offered anonymity.",Distrust:Future Use,,,,Info:Data,,"I think the TEE will provide safety somewhat, but it feels like there could be access given to some people and it could be mishandled.",Distrust:Repeat People,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Simple,None,None,Distrust:Future Use,,,,Info:Data,,Distrust:Repeat People,,Trust:Repeat TEE,,,,Distrust:Future Use,,,,Info:Data,,Distrust:Repeat People,,Trust:Repeat TEE,,,
R_2aVtkY5CbtWSz2v,85,Collecting my medical data in general makes me feel unsafe. I don't think I would even trust the TEE to keep my data safe.,Distrust:Repeat Data,Distrust:Repeat TEE,,,,,Collecting my address would make me feel a little unsafe. I think that using TEE would make me feel a little better about it though.,Distrust:Repeat Data,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Simple,Trust,None,Distrust:Repeat Data,Distrust:Repeat TEE,,,,,Distrust:Repeat Data,,Trust:Repeat TEE,,,,Distrust:Repeat Data,Distrust:Repeat TEE,,,,,Distrust:Repeat Data,,Trust:Repeat TEE,,,
R_2BSFaCC292DKrgR,86,The fact that this could benefit the health and wellnesss of a community rather than being a consumer product that wishes to maximize revenue makes it more likely for me to trust their usage of my data,,,Trust:Repeat Purpose,,,,None I feel that my data could be safe but also could potentially be at risk also,Distrust:Vague,,Trust:Vague,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,,,Trust:Repeat Purpose,,,,Distrust:Vague,,Trust:Vague,,,,,,Trust:Repeat Purpose,,,,Distrust:Vague,,Trust:Vague,,,
R_6i57Pd9a3ekxKMz,87,I think collecting such specific data is uncomfortable - more generalized info would be ideal.,Distrust:Repeat Data,,,,,,I don't know how the information may be used - if it is used to guess if I am home or not or to set prices from electric companies,Distrust:Lie,,,,,,,Medical-Simple,IoT-Simple,Hardware,Show,Distrust:Repeat Data,,,,,,Distrust:Lie,,,,,,Distrust:Repeat Data,,,,,,Distrust:Lie,,,,,
R_5Vr6rJfPuLsZyvc,88,Nothing else as presented in the scenario makes me feel safe or unsafe.,,,,,,,Nothing as presented in the scenario makes me feel safe or unsafe.,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_1LioC2efJtEJpEJ,89,no,,,,,,,no. I think it covers it all,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_6GHQOSosVs4NNSN,90,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_3qQhrx0uSEURdam,91,No,,,,,,,"Data would be as safe as possible, realistically if you are on line and do anything your data is probably already taken by numerous sources.",,,Trust:Vague,,,Misc:Despite Risk,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,,,,,,,,,Trust:Vague,,,Misc:Despite Risk,,,,,,,,,Trust:Vague,,,Misc:Despite Risk
R_5lzB0E2VkveH9HL,92,The TEE,,,,,,Misc:Unclear,TEE,,,Trust:Repeat TEE,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,,,,Misc:Unclear,,,Trust:Repeat TEE,,,,,,,,,Misc:Unclear,,,Trust:Repeat TEE,,,
R_2GfRrKeRDQjgDGw,93,Not sure how secure the TEE actually is.,Distrust:Repeat TEE,,,,Info:TEE,,"Unsafe in that, no knowledge of TEEs has been given",,,,,Info:TEE,,,Medical-Simple,IoT-Complex,None,None,Distrust:Repeat TEE,,,,Info:TEE,,,,,,Info:TEE,,Distrust:Repeat TEE,,,,Info:TEE,,,,,,Info:TEE,
R_1n2VJNjoXewrP35,94,No it seems pretty safe,,,Trust:Vague,,,,"No, it seems pretty safe",,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Hide,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,
R_5CCiHeyUXPuphC5,95,"Again, the human Factor is what makes the data unsafe an be vulnerable to a breach.",Distrust:Breaches,Distrust:Repeat People,,,,,"In general, the amount of people in places my data is exposed to increases the possibility of a breach.",Distrust:Breaches,,,,,,,Medical-Complex,IoT-Complex,Trust,Show,Distrust:Breaches,Distrust:Repeat People,,,,,Distrust:Breaches,,,,,,Distrust:Breaches,Distrust:Repeat People,,,,,Distrust:Breaches,,,,,
R_12FCxDzGW4wwiQd,96,It’s hard to trust anyone these days.  How safe will my data be from breaches?,Distrust:Breaches,Distrust:Repeat People,,,,,It’s harder to trust a company like this.,Distrust:Repeat Destination,,,,,,,Medical-Complex,IoT-Simple,None,None,Distrust:Breaches,Distrust:Repeat People,,,,,Distrust:Repeat Destination,,,,,,Distrust:Breaches,Distrust:Repeat People,,,,,Distrust:Repeat Destination,,,,,
R_35TSOsZSuDVXQul,97,Hackers. Nothing is safe from good ones.,Distrust:Gen,Distrust:Hacker,,,,,"No matter how secure a system is, I find it hard to believe hackers can't get in somehow.",Distrust:Hacker,,,,,,,Medical-Complex,IoT-Complex,None,Hide,Distrust:Gen,Distrust:Hacker,,,,,Distrust:Hacker,,,,,,Distrust:Gen,Distrust:Hacker,,,,,Distrust:Hacker,,,,,
R_2sSI01QWWmTUaai,98,None,,,,,,,None,,,,,,,,Medical-Complex,IoT-Complex,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_7iQC57nN9NGO1jP,99,"I think this is more acceptable. Because the purpose is right And in the end, it will help a lot of people",,,Trust:Repeat Purpose,,,,I would always want to avoid such things but in today's world it is hard to avoid,,,,,,Misc:Don't Want,,Medical-Simple,IoT-Simple,Unsubstantial,Show,,,Trust:Repeat Purpose,,,,,,,,,Misc:Don't Want,,,Trust:Repeat Purpose,,,,,,,,,Misc:Don't Want
R_3WGATrQhOIu6ph9,100,This makes me uncomfortable - that information is too sensitive and I don't really trust an AI tool.,Distrust:AI,Distrust:Repeat Data,,,,,Just not familiar with TEE and if my data has been collected using it before.,,,,,Info:TEE,,,Medical-Complex,IoT-Simple,Hardware,None,Distrust:AI,Distrust:Repeat Data,,,,,,,,,Info:TEE,,Distrust:AI,Distrust:Repeat Data,,,,,,,,,Info:TEE,
R_3MPu9pNNUUAO65s,101,even the biggest and best companies get hacked so who is to say that this system wouldn't be or couldn't be,Distrust:Hacker,,,,,,how do I know that they are only collecting the date that they say they will,Distrust:Lie,,,,,,,Medical-Complex,IoT-Complex,Trust,None,Distrust:Hacker,,,,,,Distrust:Lie,,,,,,Distrust:Hacker,,,,,,Distrust:Lie,,,,,
R_2n79GrPiTZf8Dc4,102,Human error makes me feel that my data would be unsafe.,Distrust:Bug,,,,,,human error is a worry,Distrust:Bug,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,Distrust:Bug,,,,,,Distrust:Bug,,,,,,Distrust:Bug,,,,,,Distrust:Bug,,,,,
R_3GE6MIukT2AMH5C,103,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,None,,,,,,,,,,,,,,,,,,,,,,,,
R_3mJIFZg6c2wl25Q,104,"I would have the same unease as the first scenario, even if the reasons for data collection are considered to be ""better"". ",Distrust:Vague,,,,,,"I think in general I'm skeptical of any amount of data collecting based on how often this data is sold without public knowledge and how often even larger companies like Sony has been infiltrated and data stolen. The current status of the world, there isn't really getting away from data collection and there are a lot of things we have to do regardless if it feels safe or unsafe. Generally speaking, any amount of data collection makes me feel like my data is unsafe. Even using this website.",Distrust:Breaches,Distrust:Gen,,,,,,Medical-Complex,IoT-Complex,None,Hide,Distrust:Vague,,,,,,Distrust:Breaches,Distrust:Gen,,,,,Distrust:Vague,,,,,,Distrust:Breaches,Distrust:Gen,,,,
R_7Rn3JPlhvaA33q1,105,N/A,,,,,,,N/A,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_6ezpv2XLxBGl3CW,106,Uno,,,,,,,,,,,,,,,Medical-Complex,IoT-Complex,None,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_1gmXuCXtaX7wqFr,107,I feel with a small amount of people knowing the data it would be safe. Especially with a computer program that doesn’t have the data spread even in the event of a virus or malware.,,,Trust:People,Trust:Repeat TEE,,,The collection of my voice and certain sensitive information would be make me feel a bit unsafe.,Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,,,Trust:People,Trust:Repeat TEE,,,Distrust:Repeat Data,,,,,,,,Trust:People,Trust:Repeat TEE,,,Distrust:Repeat Data,,,,,
R_3jvUHAqNkptaKs1,108,"All systems are susceptible to social engineering, so I don't trust any to be entirely safe.",Distrust:Gen,Distrust:Repeat People,,,,,This sort of data seems valuable and more interesting for a nefarious actor or just for the company itself to sell.,Distrust:Repeat Data,Distrust:Sell,,,,,,Medical-Simple,IoT-Complex,Trust,Show,Distrust:Gen,Distrust:Repeat People,,,,,Distrust:Repeat Data,Distrust:Sell,,,,,Distrust:Gen,Distrust:Repeat People,,,,,Distrust:Repeat Data,Distrust:Sell,,,,
R_7w0iVWOLZcNUEQJ,109,"The fact that it can be used in later research studies without my knowledge, makes me feel that my data would be unsafe.",Distrust:Future Use,,,,,,The fact that I would be unable to tell what exact data is being collected and when it is listening to me.,Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,Distrust:Future Use,,,,,,Distrust:Repeat Data,,,,,,Distrust:Future Use,,,,,,Distrust:Repeat Data,,,,,
R_5kvoUFCoNkgwImo,110,I felt more safe when I understood the direct application of the data being collected,,,Trust:Repeat Purpose,,,,I would generally distrust the long term safety of any agreement entered into with a company,Distrust:Repeat Destination,,,,,,,Medical-Simple,IoT-Complex,None,None,,,Trust:Repeat Purpose,,,,Distrust:Repeat Destination,,,,,,,,Trust:Repeat Purpose,,,,Distrust:Repeat Destination,,,,,
R_1OJmQcgl7alV9xh,111,"Nothing in particular that makes me feel unsafe more so that there have been several companies that have had data breaches from video game publishers to banks. It makes any of my personal information is susceptible to being taken. The TEE sounds like a process that tries to take information into a ""secure room"" to be accessed only by certain people more or less that gives me a sense of security which is nice.",Distrust:Breaches,Distrust:Gen,Trust:Repeat TEE,,,,"I feel that the company collecting my name and address is unsafe but it is also common practice with most technology nowadays. An anonymous setting would sway me more toward one product vs one that collects my information, even if a TEE is involved.",Distrust:Repeat Data,Distrust:Repeat Destination,,,,,,Medical-Simple,IoT-Simple,Trust,Hide,Distrust:Breaches,Distrust:Gen,Trust:Repeat TEE,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,,Distrust:Breaches,Distrust:Gen,Trust:Repeat TEE,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,
R_124mL8xHO1YAQYS,112,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_51i8M0V0EHvYKgp,113,None.,,,,,,,"It seems very safe to collect data for the purposes described, but I would be worried still about my information being sold to another company.",Distrust:Sell,,Trust:Vague,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,,,,,Distrust:Sell,,Trust:Vague,,,,,,,,,,Distrust:Sell,,Trust:Vague,,,
R_3QXnHMz3J9vTYKq,114,Nothing else makes me feel one way or the other.,,,,,,,"I would feel safer if I also knew what information was being collected or stored in the TEE, it's a little scary knowing that only  a small group of strangers I don't know can access the info.",Distrust:Repeat People,,,,Info:Data,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,,,,,,,Distrust:Repeat People,,,,Info:Data,,,,,,,,Distrust:Repeat People,,,,Info:Data,
R_5IF2HeFRANJv2Au,115,All technology has glitches at some point. I don't want my protected health info at risk.,Distrust:Gen,Distrust:Repeat Data,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Show,Distrust:Gen,Distrust:Repeat Data,,,,,,,,,,,Distrust:Gen,Distrust:Repeat Data,,,,,,,,,,
R_1Ep3ICX5wtlBKrv,116,No,,,,,,,Safe,,,Trust:Vague,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,,,,,,,,,Trust:Vague,,,,,,,,,,,,Trust:Vague,,,
R_3EvwuXmJsQyDTUJ,117,Nothing,,,,,,,Seems like everything can be hacked these days,Distrust:Hacker,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,,,,,Distrust:Hacker,,,,,,,,,,,,Distrust:Hacker,,,,,
R_7LjfIA3AcB6kjcJ,118,Maybe a bit safe but can always be hacked,Distrust:Hacker,,Trust:Vague,,,,Could be hackers,Distrust:Hacker,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Hide,Distrust:Hacker,,Trust:Vague,,,,Distrust:Hacker,,,,,,Distrust:Hacker,,Trust:Vague,,,,Distrust:Hacker,,,,,
R_7jJoFiLbrnZOV06,119,I feel that it would be safe.,,,Trust:Vague,,,,"Nothing is 100 percent full proof with hackers always on the prowl. But, because I love doing studies. It is like taking a chance in life. It won't be the first time experiencing a Data Breach. ",Distrust:Breaches,Distrust:Hacker,,,,,,Medical-Complex,IoT-Complex,None,None,,,Trust:Vague,,,,Distrust:Breaches,Distrust:Hacker,,,,,,,Trust:Vague,,,,Distrust:Breaches,Distrust:Hacker,,,,
R_2aeovcZNZXxSdmN,120,"Not that it necessarily impacts the safety, but I don't like the idea of sensitive information like that being linked to my name for research purposes.",Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,The fact that the TEE would be able to isolate by data from other programs on the physical computer make me feel like the data would be safe. Also the fact that it doesn't seem like any super sensitive information is being collected.,,,Trust:Boring,Trust:Repeat TEE,,,,Medical-Simple,IoT-Simple,Hardware,None,Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,,,Trust:Boring,Trust:Repeat TEE,,,Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,,,Trust:Boring,Trust:Repeat TEE,,
R_5JwlZMTa9eBNqpT,121,All code and all systems are vulnerable to hackers.  It would nice to know about the encryption strengths used.,Distrust:Gen,Distrust:Hacker,,,Info:Crypto,,A lightbulb manufacturer does not need to know my name or my address.,Distrust:Unnecessary,,,,,,,Medical-Complex,IoT-Simple,Trust,Show,Distrust:Gen,Distrust:Hacker,,,Info:Crypto,,Distrust:Unnecessary,,,,,,Distrust:Gen,Distrust:Hacker,,,Info:Crypto,,Distrust:Unnecessary,,,,,
R_10pHs8wBj60IyvC,122,I would not want to share my medical data with anyone.,Distrust:Repeat Data,,,,,,I dont like anyone having access to my data no matter what.,Distrust:Gen,Distrust:Repeat People,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,Distrust:Repeat Data,,,,,,Distrust:Gen,Distrust:Repeat People,,,,,Distrust:Repeat Data,,,,,,Distrust:Gen,Distrust:Repeat People,,,,
R_72JiCCBbWv4BLht,123,Not knowing who is on the research team and any background on them,Distrust:Repeat People,,,,,,Nothing in particular about this scenario feels unsafe. It seems like very minor details of my life that would be being collected,,,Trust:Boring,,,,,Medical-Simple,IoT-Simple,None,Show,Distrust:Repeat People,,,,,,,,Trust:Boring,,,,Distrust:Repeat People,,,,,,,,Trust:Boring,,,
R_3L6kOz6ZxqOccVX,124,"I feel  that my  data would be safe  becasue cryotographic technology is used, it is very likely that it is very high security, however we also all know that there is no data that is completely safe whnever it wants to be hacked",Distrust:Hacker,,Trust:Crypto,,,Misc:Despite Risk,there is really nothing that could make me feel more or less safe,,,,,,,,Medical-Complex,IoT-Complex,None,Show,Distrust:Hacker,,Trust:Crypto,,,Misc:Despite Risk,,,,,,,Distrust:Hacker,,Trust:Crypto,,,Misc:Despite Risk,,,,,,
R_6SvIWL7OhJDPz1e,125,It makes me feel my data would be safe,,,Trust:Vague,,,,"Data collection in general makes me feel unsafe, but that may be because I don't fully understand it",Distrust:Gen,,,,,,,Medical-Simple,IoT-Complex,Trust,None,,,Trust:Vague,,,,Distrust:Gen,,,,,,,,Trust:Vague,,,,Distrust:Gen,,,,,
R_21jwN8YE21HrHuo,126,whenever humans are involved there is a lack of safety  with data collection - room for error or stealing info,Distrust:Gen,Distrust:Repeat People,,,,,no the tee seems pretty safe,,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Complex,Hardware,Show,Distrust:Gen,Distrust:Repeat People,,,,,,,Trust:Repeat TEE,,,,Distrust:Gen,Distrust:Repeat People,,,,,,,Trust:Repeat TEE,,,
R_2K2Jegm3jYBaSJ3,127,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_2co5KMjyggZzEYl,128,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_3ah3mHgaz2fwaaH,129,no,,,,,,,no,,,,,,,,Medical-Simple,IoT-Complex,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_1VF1ZUxRQMVvV3m,130,"If it's the hospital that is collecting my data, I would probably feel safe as they have already seen everything within me and I would fully support them.",,,Trust:Repeat Destination,,,,"1. How would the data be handled without any carelessness? I know that TEE isolates the data and runs it securely, but what if someone left the system open and exposed where anyone else can look through it? Or what if someone has evil attention and maybe shares the data with someone else? This would kinda make me feel unsafe.
.",Distrust:Repeat People,,,,,,,Medical-Complex,IoT-Complex,Trust,None,,,Trust:Repeat Destination,,,,Distrust:Repeat People,,,,,,,,Trust:Repeat Destination,,,,Distrust:Repeat People,,,,,
R_7bjf5MhW7A9zf2h,131,Why exactly do they need my address?,Distrust:Unnecessary,,,,,,Why exactly do they need my address?,Distrust:Unnecessary,,,,,,,Medical-Complex,IoT-Complex,None,None,Distrust:Unnecessary,,,,,,Distrust:Unnecessary,,,,,,Distrust:Unnecessary,,,,,,Distrust:Unnecessary,,,,,
R_50ZDV8lqt3I63Ob,132,safe,,,Trust:Vague,,,,safe,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Hardware,Hide,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,
R_5CzCJWzCmuLhxAt,133,,,,,,,,who watches the watchers?,Distrust:Repeat People,,,,Info:People,,,Medical-Complex,IoT-Complex,Unsubstantial,Show,,,,,,,Distrust:Repeat People,,,,Info:People,,,,,,,,Distrust:Repeat People,,,,Info:People,
R_7qvrgf8xHz1fhKS,134,All the combined information being taken. There’s probably a simpler data set that could be used to determine where to build the hospital.,Distrust:Unnecessary,,,,,,What other information is actually being stored? Is it any personal identifiable information?,,,,,Info:Data,,,Medical-Simple,IoT-Simple,Trust,Show,Distrust:Unnecessary,,,,,,,,,,Info:Data,,Distrust:Unnecessary,,,,,,,,,,Info:Data,
R_3MfyI75XnvT9WwN,135,None,,,,,,,Nothing,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_2LZTSdUcqo04j8n,136,Not really,,,,,,,None the above,,,,,,,,Medical-Complex,IoT-Complex,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_2rr9JC9F94ricbD,137,I don't trust anything is fail safe.,Distrust:Gen,,,,,,"Don't trust, anything can be exploited. ",Distrust:Gen,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,Distrust:Gen,,,,,,Distrust:Gen,,,,,,Distrust:Gen,,,,,,Distrust:Gen,,,,,
R_27UTlxUJLBtOApZ,138,I feel safe that even if something happens to the network the TEE protects my data,,,Trust:Repeat TEE,,,,I think my data is going to be used to try to sell me things which I’m not sure I want. It feels safe but maybe not necessary.,Distrust:Unnecessary,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Unsubstantial,None,,,Trust:Repeat TEE,,,,Distrust:Unnecessary,,Trust:Vague,,,,,,Trust:Repeat TEE,,,,Distrust:Unnecessary,,Trust:Vague,,,
R_3zcFmapIF1NzFw5,139,"I feel confident that the TEEs will keep my data secure. There is a possibility that someone on the development team may use the data improperly, but that seems to be a small chance.",,,Trust:Repeat TEE,,,Misc:Despite Risk,"It seems that the separation, safeguards and attestation would keep data safe.",,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Simple,None,Hide,,,Trust:Repeat TEE,,,Misc:Despite Risk,,,Trust:Repeat TEE,,,,,,Trust:Repeat TEE,,,Misc:Despite Risk,,,Trust:Repeat TEE,,,
R_3R1pzsiFYJPbY6I,140,"Well, even though hospitals have been targetted by hackers, i think the additional protections of a Tee will help keep my data safe.",Distrust:Breaches,Distrust:Hacker,Trust:Repeat TEE,,,,Having additional protection is always good.,,,Trust:Vague,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,Distrust:Breaches,Distrust:Hacker,Trust:Repeat TEE,,,,,,Trust:Vague,,,,Distrust:Breaches,Distrust:Hacker,Trust:Repeat TEE,,,,,,Trust:Vague,,,
R_29OvogslgbwIqOZ,141,,,,,,,,It really depends on how safe the data collection processes is.,,,,,Info:Data,,,Medical-Complex,IoT-Complex,Hardware,Show,,,,,,,,,,,Info:Data,,,,,,,,,,,,Info:Data,
R_7eEFu38rfI1KNP3,142,"I'm generally content with knowing the data would be stored securely, my question would be, how long would the information be stored per regulation regarding the TEE",,,Trust:Repeat TEE,,Info:Data,,I would only feel unsafe about a scenario like this if there were somehow an exploit as is common in the world of security and personal information I inputed would be at jeopardy in the hands of marketing agencies,Distrust:Gen,,,,Info:TEE,,,Medical-Simple,IoT-Complex,Trust,None,,,Trust:Repeat TEE,,Info:Data,,Distrust:Gen,,,,Info:TEE,,,,Trust:Repeat TEE,,Info:Data,,Distrust:Gen,,,,Info:TEE,
R_5A07Cxr6pWKHIKB,143,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_5AHxmQG7YltLkTj,144,The fact that it says researchers are looking for new ways to verify the program is working correctly. That makes me a little hesitant. Sounds like there are still bugs. Any program can have bugs. And I’d rather them figure out more ways before I would store my personal data there.,Distrust:Bug,Distrust:Research,,,,,"The fact that it is still in an unknown quantity to me, makes me feel a little less secure. It sounds more like a black box. I would have more confidence if I trust the company, but that still leaves me feeling a little weary.",Distrust:Repeat Destination,,,,Info:TEE,,,Medical-Simple,IoT-Simple,Trust,Show,Distrust:Bug,Distrust:Research,,,,,Distrust:Repeat Destination,,,,Info:TEE,,Distrust:Bug,Distrust:Research,,,,,Distrust:Repeat Destination,,,,Info:TEE,
R_1DHKINnXlwF4EeA,145,I would not want my medical information to be used for this purpose.,Distrust:Repeat Purpose,,,,,,I would not feel comfortable with my name and address being kept by the company.,Distrust:Repeat Data,Distrust:Repeat Destination,,,,,,Medical-Simple,IoT-Simple,Trust,None,Distrust:Repeat Purpose,,,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,,Distrust:Repeat Purpose,,,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,
R_3DPhWAe7gX6mmyt,146,"As before, people having access to your data can make that data unsafe",Distrust:Repeat People,,,,,,Since there will be some people that have access it seems that it could be a little more unsafe,Distrust:Repeat People,,,,,,,Medical-Complex,IoT-Complex,None,Show,Distrust:Repeat People,,,,,,Distrust:Repeat People,,,,,,Distrust:Repeat People,,,,,,Distrust:Repeat People,,,,,
R_5rPaVXutIpD7a57,147,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_3DtHMUmqlZkrVR2,148,I think that knowing why it is being taken makes me trust it more,,,Trust:Repeat Purpose,,,,Having my address and when I turn on or off lights sounds a little worrying,Distrust:Repeat Data,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,Trust:Repeat Purpose,,,,Distrust:Repeat Data,,,,,,,,Trust:Repeat Purpose,,,,Distrust:Repeat Data,,,,,
R_2axJqJlgVL7WBfy,149,I just don't like other people having my data.,Distrust:Repeat Data,,,,,,"I've seen too many companies misuse data, I don't feel like my data would be safe in there hands.",Distrust:Repeat Destination,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,Distrust:Repeat Data,,,,,,Distrust:Repeat Destination,,,,,,Distrust:Repeat Data,,,,,,Distrust:Repeat Destination,,,,,
R_2iWWI8fz6lUQEzD,150,The fact that the data is used for medical purposes is what keeps me feeling safe about my data.,,,Trust:Repeat Purpose,,,,The TEE is what really makes me feel that my data would be safe. TEE strictly focuses on the ensuring that the data is safe.,,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Simple,Hardware,None,,,Trust:Repeat Purpose,,,,,,Trust:Repeat TEE,,,,,,Trust:Repeat Purpose,,,,,,Trust:Repeat TEE,,,
R_1GlcO9vMrkkW2hM,151,I feel that it would be somewhat safe with a TEE.,,,Trust:Repeat TEE,,,,The purpose of the development of the software is to protect data.,,,Trust:Repeat Purpose,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,Trust:Repeat TEE,,,,,,Trust:Repeat Purpose,,,,,,Trust:Repeat TEE,,,,,,Trust:Repeat Purpose,,,
R_5CqGua4Y0VkgvHk,152,I feel like I am not getting enough information from the medical study on whether my data will be properly protected or not. This makes me feel like my data could be unsafe and breached easily.,Distrust:Breaches,,,,Info:TEE,,"I don't like that the AI would collect all the information that I type into the app such as addresses, important bank information, etc. ",Distrust:AI,Distrust:Repeat Data,,,,,,Medical-Simple,IoT-Complex,None,None,Distrust:Breaches,,,,Info:TEE,,Distrust:AI,Distrust:Repeat Data,,,,,Distrust:Breaches,,,,Info:TEE,,Distrust:AI,Distrust:Repeat Data,,,,
R_5iuc8EwO9OpfQ6B,153,n/a,,,,,,,n/a,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,,,,,,,,,,,,,,,,,,,,,,
R_29dlUqXoCgqb8HL,154,Not knowing how the TEE protects my data makes me feel that my data is unsafe.,Distrust:Vague,,,,Info:TEE,,I feel that my data is at the risk of being unsafe.  There have been too many data breaches to think otherwise.,Distrust:Breaches,,,,,,,Medical-Simple,IoT-Complex,None,None,Distrust:Vague,,,,Info:TEE,,Distrust:Breaches,,,,,,Distrust:Vague,,,,Info:TEE,,Distrust:Breaches,,,,,
R_3MOd5RdXX9WItb3,155,No it seems safe,,,Trust:Vague,,,,Feels like someone is always listening,,,,,,Misc:Don't Want,,Medical-Simple,IoT-Complex,Trust,Hide,,,Trust:Vague,,,,,,,,,Misc:Don't Want,,,Trust:Vague,,,,,,,,,Misc:Don't Want
R_7qCU1vbRWpfx2W9,156,,,,,,,,I don't understand why my home address would be needed to operate a light bulb.,Distrust:Unnecessary,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,,,,,Distrust:Unnecessary,,,,,,,,,,,,Distrust:Unnecessary,,,,,
