ResponseId,id,"What questions do you still have about TEEs, if any? (medical)",med_distrust,med_risk,med_risk2,med_gen,med_gen2,med_use,med_scenario,med_scenario2,med_guarantees,questions-IoT,iot_distrust,iot_risk,iot_risk2,iot_gen,iot_gen2,iot_use,iot_scenario,iot_scenario2,iot_guarantees,notes,Other feedback,code_feedback,SCENARIO_Med,SCENARIO_IoT,EXPLN,FAQ,Med_First
R_2LZTSdUcqo04j8n,136,About TEES stores the data,,,,Gen:Implementation,,,,,,How trustworthy is the company,,,,,,,Scenario:Misc,,,,,,Medical-Complex,IoT-Complex,None,None,1
R_2rr9JC9F94ricbD,137,Is that even a for real thing or just a made up thing for this study?,,,,,,Use:Real,,,,Still not sure if it even real.,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,1
R_27UTlxUJLBtOApZ,138,I feel confident in the security system,,,,,,,,,,Does it have access to other parts of my phone,,,,,,,Scenario:Misc,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,None,1
R_3zcFmapIF1NzFw5,139,I'd like to know more about personal security concerning the small numbe of development team members that have access to my data.,,,,,,,Scenario:People,,,I feel TEEs were adequately explained to provide confidence on the security of my data.,,,,,,,,,,,This was something I didn't know about. It makes me want to read documentation closer when it involves my data.,,Medical-Complex,IoT-Simple,None,Hide,0
R_3R1pzsiFYJPbY6I,140,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,0
R_29OvogslgbwIqOZ,141,,,,,,,,,,,None.,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Show,0
R_7eEFu38rfI1KNP3,142,"Other than how long the data is collected for, how much data per individual participant would be stored. ",,,,,,,Scenario:Data,,,"How would I, as a potential customer, be assured that safety precautions would be met in the event such an exploit were to actually happen? ",,,,,,,Sceanrio:Fail,,,,I really enjoyed this particular subject,,Medical-Simple,IoT-Complex,Trust,None,1
R_5A07Cxr6pWKHIKB,143,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,1
R_5AHxmQG7YltLkTj,144,Nothing other than what’s been stated.,,,,,,,,,,"I feel like I would want a longer explanation. Granted, I’m the type of person that likes details and technology. So I’d love to know a little bit more. The more educated I would become the more confident I would feel.",,,,Gen:How?,,,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,0
R_1DHKINnXlwF4EeA,145,"Like I said before, I am a visual learner, and I feel I would need to watch a video or perhaps hear someone explain more about TEEs to fully understand.",,,,,,,,,,I am not exactly sure how it works. I feel like I would need to watch a video on it or something to fully understand.,,,,Gen:How?,Gen:Visual,,,,,,,,Medical-Simple,IoT-Simple,Trust,None,0
R_3DPhWAe7gX6mmyt,146,n/a,,,,,,,,,,N/a,,,,,,,,,,,,,Medical-Complex,IoT-Complex,None,Show,0
R_5rPaVXutIpD7a57,147,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,1
R_3DtHMUmqlZkrVR2,148,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,0
R_2axJqJlgVL7WBfy,149,How can I ensure that my data is safe in other people hands? Also would there be a way to make sure that my data is only used in studies that I approve of?,,Risk:People,,,,,Scenario:Future,,Guarantee:General,Is there an easy way to request deletion of my data?,,,,,,,Scenario:Data,,,,Thanks for the Survey!,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,1
R_2iWWI8fz6lUQEzD,150,None.,,,,,,,,,,None.,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,None,0
R_1GlcO9vMrkkW2hM,151,None at the moment.,,,,,,,,,,None at the moment.,,,,,,,,,,,None at the moment.,,Medical-Simple,IoT-Complex,Unsubstantial,Show,0
R_5CqGua4Y0VkgvHk,152,Are there any other potential risks?,,Risk:General,,,,,,,,None,,,,,,,,,,,I would like to know what TEEs were at the end. I recommend in the future you include a definition of a TEE AFTER the study has been completed.,,Medical-Simple,IoT-Complex,None,None,1
R_5iuc8EwO9OpfQ6B,153,n/a,,,,,,,,,,n/a,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,1
R_29dlUqXoCgqb8HL,154,"Am I to assume a TEE is a type of program that protects data?  If so, how does it do that?  ",,,,Gen:How?,,,,,,What is a Tee?,,,,Gen:What?,,,,,,,,,Medical-Simple,IoT-Complex,None,None,0
R_3MOd5RdXX9WItb3,155,How are they installed on my device,,,,Gen:Implementation,,,,,,No,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Hide,1
R_7qCU1vbRWpfx2W9,156,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,0
R_2Rt4ip3SNq1XNDj,157,How would the AI tool interact with the TEE? Can the TEE segment data so the AI can only access one part of the data stored in there?,,,,Gen:Isolation,,,Scenario:Misc,,,none,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,None,0
R_7GB8DNvnOqlY5Zk,158,,,,,,,,,,,,,,,,,,,,,,None,,Medical-Complex,IoT-Simple,Trust,Show,0
R_3oIvuBU2Ilzbn7X,159,The description sounds safe and secure if it works properly.,,,,,,,,,,Although they have my location I would not want that to be readily available.,,,,,,,Scenario:Data,,,,no thanks,,Medical-Simple,IoT-Simple,Hardware,Hide,1
R_5O6pPPqarkWhY7A,160,Who is allowed access to TEE?,,,,,,,Scenario:People,,,N/A,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,None,1
R_5bagT7qXFDdGfRf,161,n/a,,,,,,,,,,n/a,,,,,,,,,,,n/a,,Medical-Complex,IoT-Simple,Hardware,Show,1
R_3qRX9HfojgX5F6x,162,None,,,,,,,,,,None,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,0
R_10vHYxJwxQu7nZg,163,Just feel not 100% about TEEs.,Distrust:TEE,,,Gen:How?,,,,,,I guess people like me not Computer savvy sometimes have hard time to understand technology lingos.,,,,Gen:Untechnical,,,,,,,"Interesting survey, makes me think about AI more. Enjoyed, thank you!",,Medical-Simple,IoT-Complex,Trust,Show,0
R_7HMiCax7k2p957H,164,"I don't have any questions about them, I think I have learned enough to know what they are and how they operate. ",,,,,,,,,,"I don't have any more questions, I feel that I understand it and it was explained thoroughly enough.",,,,,,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Show,0
R_7xUHIFKjHyVt9UB,165,Can the TEE be hacked in this situation?,,Risk:Hacking,,,,,,,,Some of the explanations seemed too complicated to me.,,,,Gen:Untechnical,,,,,,,Still don't quite get what TEE is but it was an interesting survey.,,Medical-Simple,IoT-Complex,None,Show,0
R_7oQKo4NloZH1g2Z,166,No more questions,,,,,,,,,,"It's be interesting to know what tests, hacking, etc TEE has been exposed to",,Risk:Hacking,,,,,,,Guarantee:Testing,,Seems like valid questions you're bringing up. Thank you and best of luck,,Medical-Complex,IoT-Complex,Hardware,Hide,0
R_2bLvPrv3tvNIjDP,167,"How is it ensured that only approved people can access the sensitive data protected by the TEE? Like if it’s password-protected, someone’s password could be stolen and used by an unapproved person.",,Risk:People,,Gen:Password,,,,,Guarantee:General,"Again, what happens if someone’s password gets stolen? Or if they choose to show some unapproved person my data while they’re logged in?",,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,1
R_5Ut7QZClm0ecbsd,168,,,,,,,,,,,I don’t really understand but am not highly technologically inclined either.,,,,Gen:Untechnical,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,None,0
R_2jNuYyVQuF9wUz6,169,none,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Show,0
R_5effRSqsZHazjha,170,,,,,,,,,,,Where is the data on TEE stored? Is it on some type of cloud?,,,,Gen:Implementation,,,,,,,,,Medical-Complex,IoT-Complex,Trust,None,0
R_7gp8sqGu1ZQgQ1I,171,No,,,,,,,,,,Information on TEEs was understandable and thorough,,,,,,,,,,,I do not,,Medical-Simple,IoT-Complex,None,Hide,0
R_3Yvp3ME7UrKiPGp,172,None,,,,,,,,,,None,,,,,,,,,,,No,,Medical-Complex,IoT-Simple,Hardware,Hide,0
R_72LathmkQzTQowQ,173,None at the moment,,,,,,,,,,None at the moment,,,,,,,,,,,None,,Medical-Simple,IoT-Complex,Unsubstantial,Show,0
R_2eze3IiXRvphH3Q,174,None.,,,,,,,,,,none,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,Hide,1
R_2JMelzQ2zvpefCh,175,None. I think the TEE itself is definitely safe. I just don’t think that 100% of people can be counted on as being safe & incorruptible.,,Risk:People,,,,,,,,None,,,,,,,,,,,,,Medical-Simple,IoT-Complex,None,None,0
R_50V94cgjaswnZLW,176,"who would be in control of updates to the TEE, the hospital's IT group, the company that owns the TEE?",,,,Gen:Misc,,,Scenario:Misc,,,no question,,,,,,,,,,,no comment,,Medical-Complex,IoT-Simple,Unsubstantial,None,1
R_7TyB9aT59jmSSHL,177,None,,,,,,,,,,None.,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,None,1
R_7Bo0tufa8dXBCvc,178,No questions,,,,,,,,,,No,,,,,,,,,,,No,,Medical-Simple,IoT-Complex,Trust,Show,1
R_28Ye3DwBmbF5lU1,179,N/a,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,Hide,0
R_5ri7xezJe2Wfhjm,180,,,,,,,,,,,"While I appreciate they have been carefully designed to keep information safe and confidential, I still have many reservations.",Distrust:Vague,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,0
R_2zZr2p8vfPXJtAl,181,None,,,,,,,,,,"I just feel like nothing is completely fool proof. Since technologies are still made by a human, they are still may be a select type of human that would be able to access the data illegally",Distrust:Vague,Risk:General,Risk:People,,,,,,,,No,,Medical-Complex,IoT-Complex,Trust,Show,1
R_22R3qM2OAZ5ZWab,182,"Same comments as before. Too much jargon to explain TEEs. Perhaps use an analogy to help people understand? For example describe a CPU as a building and explain the TEE as a floor that is physically inaccessible except for certain criteria, etc",,,,,,,,,,"I feel there is still a lot of technical jargon, such as “ARM TrustZone” that don’t mean anything to me. I’d love to see the description simplified further and with better examples of how a TEE functions and what assurances I have that it’s actually a Secure Enclave. ",,,,Gen:How?,Gen:Untechnical,Use:Real,,,Guarantee:General,,,,Medical-Simple,IoT-Complex,None,Show,0
R_2DIH8IGrjr6v96l,183,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,1
R_3Y2RVsylFjdYBDH,184,none,,,,,,,,,,None,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,None,0
R_5xxxzuRy7OcrTIX,185,No further questions.,,,,,,,,,,Would TEEs help hackers from accessing my data?,,Risk:Hacking,,,,,,,,,I am glad to have learned about TEEs.,,Medical-Complex,IoT-Complex,None,Show,0
R_7zTvqnMiC70rxH5,186,it seems to do a good job of answerng my questions,,,,,,,,,,I think it answered my questions,,,,,,,,,,,,,Medical-Complex,IoT-Simple,None,None,0
R_3cTySR3pxcJApn7,187,i do not have any other questions,,,,,,,,,,Nothing else,,,,,,,,,,,No other thoughts,,Medical-Complex,IoT-Simple,Unsubstantial,Show,1
R_3PXnv8ObhARrfvJ,188,NA,,,,,,,,,,NA,,,,,,,,,,,NA,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,1
R_3Ug85hqULRCTAjb,189,,,,,,,,,,,How often are TEEs used? Does every voice assistant use these?,,,,,,Use:Real,,,,,"I have never heard of TEEs before, but I hope they are used often as they seem like useful tools!",,Medical-Simple,IoT-Complex,Unsubstantial,None,0
R_7j1laVyTcz5ab4k,190,They seem to work like ledgers where you need a physical key. I just wonder how much security is in place to protect them.,,,,Gen:Tech,,,,,Guarantee:General,None,,,,,,,,,,,Maybe add a couple more examples to really nail down the idea of what a tee is,,Medical-Complex,IoT-Complex,None,Hide,1
R_1tLV5Q4hw8R88V3,191,I feel like I have an understanding of TEEs,,,,,,,,,,No questions.,,,,,,,,,,,None,,Medical-Simple,IoT-Complex,Trust,Hide,1
R_165etZjmk6BEO5P,192,,,,,,,,,,,Is a TEE the same thing as an authenticator app?,,,,Gen:Tech,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,0
R_7wKQL8raceUPbN5,193,No additional questions.,,,,,,,,,,I have no additional questions.,,,,,,,,,,,,,Medical-Complex,IoT-Simple,None,Hide,0
R_3j7ElPlGw6mF0Xh,194,I feel mentioning how often that data will be accessed by anyone would help due to the fact that its usually at those moments that data is usually compromised or lost.,,,,,,,Scenario:Data,,,I feel that if instead of a name there could be a nick name used instead that would make it better or a good reason on why the actual name is needed.,,,,,,,Scenario:Data,,,,Great study had no issues at all and all information was clear and easy to understand.,,Medical-Complex,IoT-Simple,Hardware,Hide,1
R_2m1X7uJjtTSZ9LU,195,n/a,,,,,,,,,,n.a,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Show,1
R_7QJgq2lICPYPl2M,196,How many individuals would have access to the device.  What is the probability that the device gets hacked and TEE is bypassed?,,Risk:Hacking,,,,,Scenario:People,,,N/A,,,,,,,,,,,"I feel like I learned quite a bit about TEEs and how they work in real life. I would not have had this knowledge before this survey, Thank you. ",,Medical-Simple,IoT-Simple,Hardware,Show,1
R_2QFU9Wkr71TD8Ye,197,None,,,,,,,,,,Nothing,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Show,1
R_47HCPFsz2CwDF27,198,What is a TEE? How does a TEE work? Who has access to the data even with the TEE in place. I have many questions about a TEE.,,,,Gen:How?,Gen:What?,,Scenario:People,,,I am not exactly sure that I know what a tee is or how it would protect my data,,,,,,,,,,,"I feel like there was minimum info provided about a TEE and that was the main thing the study was about, but this could have been done purposefully.",,Medical-Simple,IoT-Complex,None,None,0
R_5R9ODTw95CVJr8L,199,No I think I understand the concept,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,1
R_1MuF98wh9bRo5iO,200,None,,,,,,,,,,N/A,,,,,,,,,,,no,,Medical-Complex,IoT-Simple,Trust,None,0
R_50U9t0Z841omKGU,201,How can you be sure it’s entirely safe?,,,,,,,,,Guarantee:General,Is it really safe?,Distrust:TEE,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,0
R_7KvbW5LOCeZSySu,202,Can they be hacked?,,,,,,,,,,Have they ever been hacked before? How do we know the company won't be nefarious with our data?,Distrust:Scenario,Risk:Hacking,,,,Use:Breaches,,,,,,,Medical-Complex,IoT-Complex,None,Show,0
R_8wKvbep4AIOKDZx,203,no idea what it is,,,,Gen:What?,,,,,,Don't really understand how TEE works,,,,Gen:How?,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,1
R_5cwn4x6lCAV3qfB,204,What happens with my 'safe' data?,Distrust:Vague,,,,,,Scenario:Data,,,How can we trust the developers/company not to do anything with my data?,Distrust:Scenario,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,Hide,1
R_2OUbZRor7RO9KFh,205,N/A,,,,,,,,,,N/A,,,,,,,,,,,N/A,,Medical-Simple,IoT-Simple,Trust,None,0
R_2disK5yfxuTSehx,206,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,Hide,0
R_7zZ7NybrJxjLzfJ,207,What does TEE stand for?,,,,Gen:What?,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,None,Hide,1
R_5ImQWUZn2dwNbHj,208,Na,,,,,,,,,,Na,,,,,,,,,,,,,Medical-Simple,IoT-Complex,None,Show,1
R_7zdsImcqgDFZIAE,209,,,,,,,,,,,Here is a thought... You are paying us to take this survey and collecting date.  Why don't every company or app pay the person they take data from.. if I was getting paid to use the light and you collect data. I would buy it. The thing that bothers me is that we hear so much about data hacking...what is going to truly stop some to hack into this...,,Risk:Hacking,,,,,Scenario:Incentive,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,0
R_846r3AwDU1F5x7F,210,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Show,0
R_34qT1k414OX4xS9,211,i don’t have any,,,,,,,,,,none,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,None,1
R_5VlvJlCaosrwzjI,212,No other questions.,,,,,,,,,,None.,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,1
R_7SJOAye9oPCObDB,213,No questions currently.,,,,,,,,,,No questions.,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,1
R_3PFvmR3OK7qVsic,214,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,None,None,0
R_3hgoJx5F5OCOGLn,215,,,,,,,,,,,None.,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,1
R_38Vh4Wp3KdGIttK,216,No,,,,,,,,,,No,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Show,0
R_1Yyr4nUTWwyUaGo,217,None,,,,,,,,,,None,,,,,,,,,,,NA,,Medical-Simple,IoT-Simple,Unsubstantial,None,1
R_5bA4neqFPvXjjfr,218,,,,,,,,,,,no questions at this time,,,,,,,,,,,none,,Medical-Complex,IoT-Simple,None,None,0
R_2kYaFWU3lMclduN,219,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Show,1
R_1tFQ6ukESbvfwHF,220,N/a,,,,,,,,,,n/a,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,1
R_2LcYSG1VcKrsYpt,221,Nonr,,,,,,,,,,None,,,,,,,,,,,No,,Medical-Simple,IoT-Complex,Hardware,Hide,0
R_11jFwQonAXyM2rL,222,NA,,,,,,,,,,NA,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,0
R_7zk8UQGJvHSZ7gJ,223,what protocols are put in place to prevent hackers from breaking into the secured information stored in the TEE?,,Risk:Hacking,,Gen:Implementation,,,,,,"I do trust in the security of TEE, I do not trust in large corporation and humans with an ulterior motive such as money.",Distrust:Scenario,Risk:People,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Hide,1
R_1oHhdweMs01O4Eo,224,none,,,,,,,,,,none,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,Show,1
R_6QKD8rt5gKvyckI,225,"Firewall, PHI, How is access controlled",,,,Gen:Auth,Gen:Tech,,,,,Why would you leave a person's PII/PHI on the server? Why can't you anonymize it?,,,,,,,Scenario:Data,,,,,,Medical-Complex,IoT-Complex,Trust,Show,1
R_1nNozTwmmAycTRg,226,,,,,,,,,,,"Whether there's any backdoor built into the design, for when data is subpoenaed by the government or some other institution",Distrust:Manufactuerer,,,,,,Scenario:Misc,,,,,,Medical-Simple,IoT-Simple,Trust,Hide,0
R_2MSCTGgdtK996tj,227,I do not have further questions at this time.,,,,,,,,,,I have no further questions.,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,1
R_1yJYrjZjGbTcYRb,228,none,,,,,,,,,,none,,,,,,,,,,,n/a,,Medical-Complex,IoT-Simple,Hardware,None,0
R_3iPSzgcltVXxNQU,229,,,,,,,,,,,,,,,,,,,,,,My personal data has been stolen so many times from so many companies that I mostly do not trust any technology that claims to be safe,,Medical-Simple,IoT-Complex,None,Hide,1
R_3BnH3zfGDylqRvH,230,Are TEEs being used currently?,,,,,,Use:Real,,,,Are TEEs new? Why don’t companies specify that they use them?,,,,,,Use:New,,,,,"Interesting topic, seamless survey. Thanks! ",,Medical-Complex,IoT-Complex,Unsubstantial,None,0
R_2tO1bMa1v2sjW5X,231,None,,,,,,,,,,None,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,1
R_5pLkl0M18JfBn2z,232,None,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,0
