ResponseId,id,"What questions do you still have about TEEs, if any? (medical)",med_distrust,med_risk,med_risk2,med_gen,med_gen2,med_use,med_scenario,med_scenario2,med_guarantees,questions-IoT-merged,iot_distrust,iot_risk,iot_risk2,iot_gen,iot_gen2,iot_use,iot_scenario,iot_scenario2,iot_guarantees,notes,Other feedback,code_feedback,SCENARIO_Med,SCENARIO_IoT,EXPLN_S1,EXPLN_S2,EXPLN_S3
R_7Hqe7JPGG7cNPli,367,Is a TEE like a computer inside the computer?,,,,Gen:Tech,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_6ivgHix2AxgSYql,368,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,Prevents
R_7q1MvLK7Rko7t3L,369,same,,,,,,,,,,none,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Technical,Prevents
R_71bEiLkH2Ced7hb,370,same,,,,,,,,,,Can a TEE be hacked?,,Risk:Hacking,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_3t07r1quZc1v4to,371,,,,,,,,,,,"Maybe I misunderstood the last example because I was under the assumption that the medical records would not be on any connected device - I can understand how that would be safer. With this type of assistant, there can be no such isolation, so I am not really sure how it would work or if I even understood how the last system would work",,,,Gen:Features,Gen:Isolation,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Untechnical,No Prevents
R_7OP4JUwUmknxejD,372,Same,,,,,,,,,,None,,,,,,,,,,,No,,Medical-Complex,IoT-Complex,Trust,Technical,Prevents
R_5cefft3ISAPiv8a,373,Who created the TTEs? What Country is involved? Who protects the TEEs?,,,,Gen:Misc,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Untechnical,Prevents
R_3KTIKy0avXC3lTz,374,i would just really need to investigate further,,,,,,Use:Request,,,,same,,,,,,,,,,,nope thanks!,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_3CBp9tl687TwfTG,375,same,,,,,,,,,,i don't completely understand them at a technical level but i think that's fine.,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Untechnical,Prevents
R_5mcRMgdEXgL8S9b,376,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,Untechnical,No Prevents
R_6uNInlwmD7VVslq,377,Can it be breeched,,Risk:General,,,,,,,,Same,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_5MJQziAhHwxJMF4,378,I'd want to know which TEE is being used and which (if any) certification they have.,,,,Gen:Misc,,,,,Guarantee:Cert,same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Technical,Prevents
R_6BwEcvXvAncvHgP,379,"The paragraph about TEEs claims *that* they work, but goes into very little detail about *how* they work, so as far as I know it could just be fiction. I don't know what ""area of the physical computer"" actually means. Is there a second set of RAM with an independent CPU or something? That's what it sounds like, but I'm having trouble wrapping my head around it. How does the TEE protect the data ""even when other software on the computer is behaving maliciously""? The program running in the TEE is separated from the rest of the machine, somehow, but the data is still on a drive connected to the rest of the system, right? So if there's malware on the system, couldn't it access the data? Is the data encrypted, and the decryption happening in the TEE? That would be my best guess as to how that makes sense. The software recording data to the drive would also have to be run from the TEE though. I don't know, I just don't get it.",,,,Gen:Implementation,Gen:Isolation,,,,,same,,,,,,,,,,,I kind of wish the survey had asked whether I actually believed the claims made about TEEs. I'm still not 100% sure the description was trustworthy.,,Medical-Simple,IoT-Complex,Hardware,Technical,Prevents
R_34MiGZ6AucyINvg,380,"I guess my question is why couldn’t you just survey people or some thing, there are ways these things got done before taking everybody’s data",,,,,,,Scenario:Misc,,,How many people are on the list of those who are trusted to see the info,,,,,,,Scenario:People,,,,No comments ,,Medical-Simple,IoT-Simple,Hardware,Untechnical,No Prevents
R_6LiiJYglqGp76UZ,381,How is the area of the computer protected? And who is an authorized person?,,,,Gen:How?,,,Scenario:People,,,Same,,,,,,,,,,,N/a,,Medical-Simple,IoT-Complex,Hardware,Untechnical,Prevents
R_7OPJoJmvKnfHP1P,382,How does the TEE ensure the security of my data during transmission and storage?,,,,Gen:Transmit,,,,,,Same.,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,Prevents
R_678pfnbHoadOzjd,383,same,,,,,,,,,,What will the company do when the corrupt government and their fellow agencies approach them wanting access to different individuals' devices as a way to control them?,Distrust:Vague,,,Gen:Misc,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,Prevents
R_1n65J64IcWJ5Zd8,384,N/A,,,,,,,,,,"If I wanted a copy of my information, how would they track down and transfer that information to me?",,,,,,,Scenario:Data,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_6GxMjiI4QrqqYl3,385,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Technical,No Prevents
R_7StiuCeKPvoOP7P,386,There are always twisted people who lie about how safe your information really is. They will sell it to anyone.,Distrust:Vague,Risk:People,,,,,,,,Same but it is not medical related so it doesn't scare me as much.,,,,,,,Scenario:Positive,,,,"No, thank you :)",,Medical-Simple,IoT-Complex,Hardware,Untechnical,Prevents
R_7qDKectFyYVT8ZP,387,How could data be exported from a TEE. Is it possible to remove the data with physical media.,,,,Gen:Misc,Gen:Transmit,,,,,What restrictions on access or data portability are placed on the researchers?,,,,,,,Scenario:Data,Scenario:People,,,Thank you for allowing me to participate ,,Medical-Complex,IoT-Complex,Unsubstantial,Technical,No Prevents
R_5DZIzTergroao1w,388,Same,,,,,,,,,,What is the process for authorizing people to view or change the data? How can you guarantee that the authorization itself is secure?,,,,Gen:Auth,,,,,Guarantee:General,,,,Medical-Complex,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_5eQYq7OaaCtmPP0,389,You do understand that people don't trust technology?,Distrust:Vague,,,,,,,,,"I would like to know more about this technique. Can it be explained in non-programming language? Like a Duo, that can be pretty well explained to a non-techie. How long is this data kept? What guarantee is offered that this is all true and correct information, or that the TEE won't get hacked and the info used in other ways?",,Risk:Hacking,,Gen:How?,,,Scenario:Data,,Guarantee:General,,"You can say the TEE will work flawlessly, you can say it's failproof, but that doesn't make it so. The TEE is only as good as the humans who build and implement it. I don't trust technology because several times my personal data has been compromised by some organization or other who ""guaranteed"" that would not happen. ",,Medical-Complex,IoT-Simple,Unsubstantial,Technical,No Prevents
R_7zyllKYlx5ahuIF,390,Is the Tee safe for young children to use for the development process?,,,,Gen:Misc,,,,,,Same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_7wnsiRhkmVvaZCM,391,same,,,,,,,,,,Are they accessible from remote locations?,,,,Gen:Features,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Technical,Prevents
R_7rdUYKSsy3sEZ3P,392,None,,,,,,,,,,Same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Untechnical,Prevents
R_1P50q7uBjmmSwzu,393,Same,,,,,,,,,,How does it protect data,,,,Gen:How?,,,,,,,None ,,Medical-Complex,IoT-Simple,Trust,Technical,No Prevents
R_7Orb9GyhHDgTuwC,394,same,,,,,,,,,,I would want to read more on what’s TEE is,,,,Gen:How?,,Use:Request,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,Prevents
R_1nXDkNVtayzy0vv,395,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Trust,Untechnical,Prevents
R_5msmKp9skDTwfiV,396,Do I have access to all possible diagnosis’s made by TEE? If so it would be a great source for a second opinion,,,,,,,Scenario:Misc,Scenario:Positive,,How much personal data is stored and how much is accessed by the app to use the smart bulb?,,,,Gen:Answered,,,Scenario:Data,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Untechnical,No Prevents
R_3O0v8Vkaflqyw1k,397,Where is the data stored,,,,Gen:Implementation,,,,,,none,,,,,,,,,,,No,,Medical-Simple,IoT-Simple,Hardware,Untechnical,No Prevents
R_7UfJDEMwnyRRg9B,398,Same,,,,,,,,,,None,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_6KDflP40KwTZKzD,399,how does it do that,,,,Gen:How?,,,,,,same,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,Prevents
R_1PTQ50PlSQPyrJA,400,same,,,,,,,,,,None,,,,,,,,,,,No,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_6Ok9Iy37g5CfGtZ,401,Still never said how it works   How is it programs running TEEs are separate from the remainder of the computer,,,,Gen:Isolation,,,,,,How widespread the access to the data is and how the TEE actually protects the data and limits access,,,,Gen:Answered,Gen:How?,,,,,,,,Medical-Simple,IoT-Complex,Trust,Untechnical,No Prevents
R_7Ep3sI1QjXsCOqP,402,Why go to the bother of making a TEE for this instead of not using that specific of information. A zip code should be fine. You wouldn't need individuals medical conditions since the coding at hospitals already exists.,,,,,,,Scenario:Data,,,What's the protocol if and when there is a breech.,Distrust:TEE,,,,,,Sceanrio:Fail,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,No Prevents
R_6BbKgTP0fPO1tSu,403,"I would want to know how the TEE is ""isolated"" from the rest of the computer. For example, is the TEE at all connected to the internet? Can it be hacked?",,Risk:Hacking,,Gen:Features,Gen:Isolation,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Technical,Prevents
R_7rM5n9izZuEF6N9,404,How exactly does Tee keep our data safe and how effective is it.,,,,Gen:How?,,,,,Guarantee:General,same,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Untechnical,Prevents
R_3gzs7tVLQz6b8Hy,405,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Technical,Prevents
R_6dYRBMv39AUljUy,406,same,,,,,,,,,,I can't quite picture how it works. Is it part of the hardware/software of the device?,,,,Gen:Implementation,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Technical,Prevents
R_1QLeRXyfVn0fK9Q,407,None,,,,,,,,,,None,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,No Prevents
R_33rSlUX9TP5TQgw,408,same,,,,,,,,,,"I am curious to know how they are protected, and if the security can be breached as easily as the computer's security itself can be breached?",,,,Gen:How?,,,,,,,"Interesting study, thank you!",,Medical-Complex,IoT-Simple,Hardware,Technical,Prevents
R_6EsJK0gECsfTVPk,409,same,,,,,,,,,,none,,,,,,,,,,,no,,Medical-Complex,IoT-Simple,Trust,Technical,No Prevents
R_3PThn5E9LNyGKyp,410,Way too many times this stuff has fallen to bad actors,Distrust:Vague,,,,,,,,,What benefits do I have tht don't already exist,,,,Gen:Misc,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Untechnical,No Prevents
R_1LOIJ6ABi8BvE6l,411,Same,,,,,,,,,,I’m pretty familiar with these technologies,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,No Prevents
R_7TvMLZnCn6JuH9P,412,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Untechnical,Prevents
R_1mR0HWJG9wo0sCt,413,"Is the company lying? Or have they made any errors in their designs which means their description is not aligned with reality? Is the data encrypted properly when it's not in a trusted environment? Is all source code available for inspection and recompiling by third parties? What type of AI model is being used? It's not clear if certain models can ""leak"" training data or not, how is this addressed?",,,,Gen:Misc,,,Scenario:Misc,,,Is the company lying? Or have they made any errors in their designs which means their description is not aligned with reality? Is the data encrypted properly when it's not in a trusted environment? Is all source code available for inspection and recompiling by third parties?,Distrust:Manufactuerer,,,Gen:Encryption,Gen:Misc,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_31gQg0Jdnm2abLn,414,Same,,,,,,,,,,How safe is a TEE actually and is it something real that is being used today?,,,,,,Use:Real,,,Guarantee:General,,,,Medical-Complex,IoT-Simple,Hardware,Untechnical,Prevents
R_3dxZA7u2ATRiloH,415,Will the data be discarded,,,,,,,Scenario:Data,Scenario:Future,,None,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,Prevents
R_1pVuesOKSApNqfK,416,"How does a TEE guaranteed you a protected area in your computer?  Also, what happens if the computer is damaged?",,,,Gen:How?,Gen:Misc,,,,,same,,,,,,,,,,,"It was a fun survey, and I hope you will approve of my work.  Thank you!",,Medical-Simple,IoT-Complex,Hardware,Untechnical,No Prevents
R_1pRvZHvSerh9Y2t,417,None,,,,,,,,,,Same,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Trust,Untechnical,Prevents
R_7Pui6Bp5nQDkSBz,418,same,,,,,,,,,,I'd want to know a little bit more about just how secure it is and what costs are involved.,,,,Gen:How?,,,Scenario:Misc,,Guarantee:General,,I enjoyed reading about TEEs and would be interested in participating in a research study. ,,Medical-Complex,IoT-Complex,Trust,Technical,Prevents
R_5PROYUbrP3wvE41,419,same,,,,,,,,,,No questions,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_5rZXIYp9uuRQjWW,420,Same,,,,,,,,,,None.,,,,,,,,,,,None,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_6kWPuLu4KIzMx5n,421,same,,,,,,,,,,none,,,,,,,,,,,no,,Medical-Complex,IoT-Complex,Hardware,Technical,No Prevents
R_34e2bn2bsOIAJKZ,422,None so far,,,,,,,,,,Is it possible for the data to be compromised in any way by someone on the research team,,Risk:People,,,,,,,,,No,,Medical-Complex,IoT-Simple,Hardware,Technical,No Prevents
R_5PvFch2RSVPYZAG,423,None,,,,,,,,,,Same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Untechnical,Prevents
R_5q7U6vL11IOQUg1,424,same,,,,,,,,,,none,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Untechnical,Prevents
R_3RLLyli9qudD6zn,425,I’m unsure. I have no questions about the Trusted Execution Environment(s).,,,,,,,,,,same,,,,,,,,,,,I’m unsure. N/A,,Medical-Simple,IoT-Simple,Hardware,Untechnical,Prevents
R_1cyK0rnB5yk0kPn,426,Who oversees it?,,,,,,,Scenario:People,,,Is the TEE also connected to the internet?,,,,Gen:Features,,,,,,,None,,Medical-Complex,IoT-Simple,Unsubstantial,Technical,No Prevents
R_7t3TD4LxpOf1Fq0,427,Track record?,,,,,,Use:Breaches,,,,same,,,,,,,,,,,no,,Medical-Complex,IoT-Simple,Hardware,Untechnical,Prevents
R_7YD1BBsm7xdnnJJ,428,How can we be truly sure that we are still safe with the TEEs,,,,,,,,,Guarantee:General,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Technical,No Prevents
R_3ERvChpUf0y8gj7,429,same,,,,,,,,,,None,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_17TE5prio7BeEBS,430,same,,,,,,,,,,"Has there ever been a compromised data situation with the program? If so, how did it happen?",,,,,,Use:Breaches,,,,,,,Medical-Simple,IoT-Complex,Hardware,Technical,No Prevents
R_5jvayVzSJCx8no5,431,Whether or not the TEE is totally secure isn't as big of a deal for me. I am far less concerned about illegal use of my medical information than that use of my voice.,,,,,,,Scenario:Positive,,,"I don't believe that I have a problem with the TEE, it is having my voice data collected is what bothers me.",Distrust:Scenario,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,Prevents
R_6LCdBuhofbHagOr,432,Same,,,,,,,,,,None,,,,,,,,,,,None,,Medical-Complex,IoT-Complex,Trust,Technical,Prevents
R_6eQPhDe7ldiTKzX,433,I don't think I have any questions.,,,,,,,,,,same.,,,,,,,,,,,none,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,Prevents
R_7bmmc8iFdjRTBAZ,434,Want to know what the privacy laws are,,,,Gen:Misc,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,Prevents
R_7isxJTcm2yCLXnS,435,Same,,,,,,,,,,"I must be honest, some of the explanation is still not real clear to me.",,,,Gen:Misc,,,,,,,None thanks ,,Medical-Simple,IoT-Complex,Hardware,Untechnical,Prevents
R_3IW9KNQc3sQBFRr,436,Is it at all hackable?,,Risk:Hacking,,,,,,,,Same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,No Prevents
R_5hDPtucHyE2gfT9,437,Mostly I would just be interested in the technology; It sounds similar to a virtual machine.,,,,Gen:Tech,,,,,,same,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,Untechnical,No Prevents
R_7tFhkIdInNb6WFN,438,Have they been tested? What theoretical weaknesses might they have?,,Risk:General,,,,,,,Guarantee:Testing,Same,,,,,,,,,,,No comments.,,Medical-Simple,IoT-Simple,Hardware,Untechnical,Prevents
R_7fcrsLInuqF698A,439,Same,,,,,,,,,,None,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Trust,Technical,Prevents
R_1OOaXIkygipz0Md,440,Is the computer where the data stored connected to the internet?,,,,Gen:Features,,,,,,What am I being paid in order for my data to be used to train an AI program?,,,,,,,Scenario:Incentive,,,,I should have mentioned as well as to what I would be paid for the medical related scenario. Giving my personal medical data away for free to unknown people doesn't make any sense.,,Medical-Complex,IoT-Complex,Hardware,Untechnical,Prevents
R_71HOVlxpzv786TR,441,same,,,,,,,,,,I'd mainly be curious on how exactly it functions from a technical perspective.,,,,Gen:How?,,,,,,,"I thought that the study was interesting, thanks!",,Medical-Simple,IoT-Complex,Trust,Untechnical,No Prevents
R_5r16v3agJL8g9cC,442,,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_33rCy3tQBsZClIB,443,"How new of an invention is TEE and how widespread is the use of it? What are the alternatives to TEE and what, if anything, was used before it?",,,,Gen:Misc,,Use:New,,,,same,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Technical,Prevents
R_3qX3FcHFJRrpMiQ,444,don't have any questions,,,,,,,,,,why are the authorized people allowed to change the data?,,,,,,,Scenario:Data,Scenario:People,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Untechnical,No Prevents
R_5t5ueMdl9QcZ6MS,445,The underlying theory as well as philosophy in addition to the technical specs. It's history of use. Then of course the cryptography that makes up the TEE.,,,,Gen:Encryption,Gen:How?,Use:Real,,,,same. Also can I opt out reliably of data collection?,,,,,,,Scenario:Data,,,,,,Medical-Simple,IoT-Complex,Trust,Technical,No Prevents
R_7NnZ85sz7zG6G2d,446,same,,,,,,,,,,Who exactly can authorize it and how secure it actually is.,,,,,,,Scenario:People,,Guarantee:General,,,,Medical-Complex,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_7E5ivAIrluCdIfT,447,same,,,,,,,,,,How do I know that the authorized people that have access to my data won't also be malicious?,,Risk:People,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Untechnical,Prevents
R_3MWkQpRPEql8TSV,448,nothing further thank you,,,,,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Technical,No Prevents
R_7qTEQBUvhFhVK2j,449,"From what I have read TEE data is safe, nevertheless, I would like to learn more about what I would call ""gatekeeping"" between the TEE storage, the program and the computer, .. how the program data can be extracted and used safely and still protected ""isolated.""",,,,Gen:How?,Gen:Isolation,,,,,same,,,,,,,,,,,"This study about data collection and TEE security and safety was superb, interesting and presented very well. Thank you for allowing me to participate.",,Medical-Simple,IoT-Simple,Trust,Technical,No Prevents
R_1sYKImlKgyKVGkG,450,None,,,,,,,,,,Same,,,,,,,,,,,No,,Medical-Complex,IoT-Simple,Hardware,Untechnical,No Prevents
R_3e82INZBzLQAHTZ,451,Are there any instances in which a TEE can be compromised? Can malicious software detect a TEE in any way? Are they proven?,,Risk:General,,Gen:Misc,,,,,Guarantee:General,Are there any instances in which a TEE can be compromised. What safeguards are in place to prevent the researches from stealing the data or using it maliciously?,,Risk:People,,,,Use:Breaches,,,,,,,Medical-Complex,IoT-Complex,Trust,Technical,Prevents
R_7MfecBpHoRJLZIO,452,Same,,,,,,,,,,How safe is my data from data leaks?,,Risk:General,,,,,,,Guarantee:General,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_5F2IiZ77XccT3yD,453,N/A,,,,,,,,,,Same,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Technical,Prevents
R_6saNu6lNoUm2i2f,454,I want to know if TEEs can be hacked remotely. I want to know if a bad actor can somehow get on the system and steal confidential information.,,Risk:Hacking,,,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Technical,No Prevents
R_1rusV32VeaLc8AV,455,NA,,,,,,,,,,Same,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,Prevents
R_7idD1ufUhvmyKl3,456,,,,,,,,,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Untechnical,Prevents
R_3dMnzKBjAo8loQN,457,"I think it would be good to go in-depth regarding anything about the TEE, making it more obvious to potential participants as to what it actually does to protect them. Even if it's just reassurance that data will be handled safely.",,,,Gen:How?,,,,,,"I still think that it would be helpful to go in-depth on how TEEs can protect users, but I don't have any specific questions or suggestions regarding that.",,,,,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_77m0rSeCV22k1UI,458,same,,,,,,,,,,I would want to know how well it works. It would also help to see a demonstration of it,,,,,,Use:Request,,,Guarantee:General,,,,Medical-Simple,IoT-Complex,Hardware,Untechnical,No Prevents
R_7fTc2YkUcCrmQda,459,Why would I trust my medical information to this?,Distrust:Scenario,,,,,,,,Guarantee:General,How much more secure is it?,,,,,,,,,Guarantee:General,,,,Medical-Complex,IoT-Simple,Trust,Untechnical,No Prevents
R_13m5UQ2ioHkXEx5,460,N/A,,,,,,,,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_5iIjQTEnZRSJdWF,461,None,,,,,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Technical,No Prevents
R_58LE3mjlqV94VEy,462,same,,,,,,,,,,Are they connected to an online network?,,,,Gen:Features,,,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Technical,No Prevents
R_1YE2zezihUboKUX,463,None,,,,,,,,,,same,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Technical,No Prevents
R_6mRfVe211gAMfMB,464,Same,,,,,,,,,,It’s pretty clear actually.,,,,,,,,,,,"Nope, that’s all ",,Medical-Simple,IoT-Simple,Unsubstantial,Untechnical,Prevents
R_1HB8hccLCE3oeje,465,I can't think of any questions.,,,,,,,,,,same,,,,,,,,,,,Everything in the survey went well. I had no issues.,,Medical-Simple,IoT-Simple,Trust,Technical,Prevents
R_1JFxAhldlomGkth,466,same,,,,,,,,,,None.,,,,,,,,,,,No comments.  Thanks.,,Medical-Complex,IoT-Simple,Unsubstantial,Untechnical,No Prevents
R_1HXQuluInCw1M1E,467,How can the data be accessed? Can it be accessed remotely? How would the data security be effected by a data breach or complete system breach by hackers?,,Risk:Fail,Risk:Hacking,Gen:Features,,,,,,same,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Hardware,Technical,No Prevents
R_3Z6jP9TWn49XUM9,468,Same,,,,,,,,,,I don't have any questions,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Trust,Untechnical,Prevents
R_64ITjseoMvOB8Lh,469,Is it possible for hackers to some how get their hands on this data and sell it for personal gain?,,Risk:Hacking,,,,,,,,Same,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,Technical,Prevents
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
